tempad	ERRORS	1
thermal_cultivation-1.20.1-11.0.1.24	ERRORS	1
thermal_dynamics-1.20.1-11.0.1.23	CLEAN	0
thermal_expansion-1.20.1-11.0.1.29	CLEAN	0
thermal_foundation-1.20.1-11.0.6.70	ERRORS	3
thermal_innovation-1.20.1-11.0.1.23	CLEAN	0
thermal_integration-1.20.1-11.0.1.27	CLEAN	0
thermal_locomotion-1.20.1-11.0.1.19	CLEAN	0
theurgy	ERRORS	4
tiab	CLEAN	0
tinyredstone-1.20-5.0.3	ERRORS	1
titanium	ERRORS	2
tombstone	ERRORS	8
torchmaster	CLEAN	0
totw_modded-forge-1.20.1-1.0.6	CLEAN	0
towntalk	CLEAN	0
trashcans	CLEAN	0
trashslot	CLEAN	0
travelersbackpack-forge-1.20.1-9.1.44	ERRORS	3
twilightdelight-2.0.17	ERRORS	2
twilightforest	ERRORS	19
universalgrid	CLEAN	0
utilitarian	ERRORS	1
valhelsia_core	ERRORS	4
villagertools-1.20.1-1.0.3	CLEAN	0
voidtotem-forge-1.20-3.0.1	ERRORS	1
waystones	CLEAN	0
wirelesschargers	ERRORS	1
xnet	CLEAN	0
xnetgases-1.20.1-5.1.4	CLEAN	0
