side	modId	displayName	version	loader	tier	classes	forgeRefs	neoRefs	mixinConfigs	mixinClasses	hasAT	hasCoremod	nestedJars	sizeKB	file
target	dyenamicsandfriends	Dyenamics and Friends	1.21.1-2.2.2	NEOFORGE	TRIVIAL	70	0	42	0	0	true	false	0	8165	dyenamicsandfriends-1.21.1-2.2.2.jar
target	dysoncubeproject	Dyson Cube Project	1.0.5	NEOFORGE	TRIVIAL	42	0	23	1	0	true	false	0	526	dysoncubeproject-1.0.5.jar
target	easy_villagers	Easy Villagers	1.21.1-1.1.42	NEOFORGE	MODERATE	209	0	98	0	0	true	false	0	445	easy-villagers-neoforge-1.21.1-1.1.42.jar
target	edivadlib	EdivadLib	3.0.0	NEOFORGE	TRIVIAL	7	0	4	0	0	false	false	0	13	EdivadLib-1.21-3.0.0.jar
target	elevatorid	ElevatorMod	1.21.1-1.11.4	NEOFORGE	TRIVIAL	26	0	12	1	0	true	false	0	186	elevatorid-neoforge-1.21.1-1.11.4.jar
target	enchdesc	EnchantmentDescriptions	21.1.10	NEOFORGE	HARD	7	0	1	2	2	false	false	0	80	enchdesc-neoforge-1.21.1-21.1.10.jar
target	enderdrives	EnderDrives	1.4.4	NEOFORGE	HARD	64	0	29	2	4	false	false	0	309	enderdrives-neoforge-1.21.1-1.4.4.jar
target	enderio	Ender IO	8.2.11-beta	NEOFORGE	HARD	1196	0	501	1	6	true	false	3	6438	enderio-8.2.11-beta.jar
target	endermanoverhaul	Enderman Overhaul	2.0.3	NEOFORGE	HARD	120	0	20	1	3	false	false	0	1299	endermanoverhaul-neoforge-1.21.1-2.0.3.jar
target	enderstorage	EnderStorage	2.13.0.191	NEOFORGE	TRIVIAL	74	0	32	0	0	true	false	0	257	EnderStorage-1.21.1-2.13.0.191.jar
target	energymeter	Energy Meter	1.21.1-0.5.0	NEOFORGE	HARD	130	0	31	1	2	false	false	0	391	energymeter-neoforge-1.21.1-0.5.0.jar
target	entangled	Entangled	1.3.21	NEOFORGE	HARD	28	0	11	1	3	true	false	0	127	entangled-1.3.21-neoforge-mc1.21.jar
target	eternal_starlight	Eternal Starlight	0.8.1+1.21.1+neoforge	NEOFORGE	NIGHTMARE	1384	0	60	2	69	true	false	0	56005	eternalstarlight-0.8.1+1.21.1+neoforge.jar
target	euphoria_patcher	Euphoria Patcher	1.9.3-r5.8.1-neoforge	NEOFORGE	HARD	1420	0	2	1	12	false	false	0	4112	EuphoriaPatcher-1.9.3-r5.8.1-neoforge.jar
target	everythingcopper	Everything is Copper	1.21.1-2.4.5	NEOFORGE	TRIVIAL	67	0	36	0	0	true	false	0	605	everythingcopper-1.21.1-2.4.5.jar
target	evilcraft	EvilCraft	1.2.91	NEOFORGE	MODERATE	819	0	425	0	0	true	false	0	2770	evilcraft-1.21.1-neoforge-1.2.91-1002.jar
target	expandedae	Expanded AE	2.1.1	NEOFORGE	NIGHTMARE	120	0	25	1	30	false	false	1	485	expandedae-2.1.1.jar
target	experiencelib	ExperienceLib	1.2.1	NEOFORGE	TRIVIAL	87	0	8	0	0	true	false	0	165	experiencelib-1.21.1-1.2.1.jar
target	explorerscompass	Explorer's Compass	1.21.1-3.4.0-neoforge	NEOFORGE	TRIVIAL	36	0	28	0	0	false	false	0	170	ExplorersCompass-1.21.1-3.4.0-neoforge.jar
target	explorify	Explorify	1.6.5	NEOFORGE	TRIVIAL	0	0	0	0	0	false	false	0	749	Explorify v1.6.5.mod.jar
target	extended_industrialization	Extended Industrialization	1.15.45-1.21.1	NEOFORGE	HARD	352	0	119	1	12	false	false	0	2050	extended-industrialization-1.15.45-1.21.1.jar
target	extendedae	ExtendedAE	1.21-2.2.35-neoforge	NEOFORGE	HARD	426	0	59	1	11	true	false	1	5447	ExtendedAE-1.21-2.2.35-neoforge.jar
target	extradisks	Extra Disks	1.21.1-4.0.15	NEOFORGE	TRIVIAL	40	0	29	0	0	true	false	0	335	ExtraDisks-1.21.1-4.0.15.jar
target	extrastorage	ExtraStorage	5.0.10	NEOFORGE	TRIVIAL	107	0	43	0	0	true	false	0	399	ExtraStorage-1.21.1-5.0.10.jar
target	extremesoundmuffler	Extreme Sound Muffler	3.56	NEOFORGE	HARD	22	0	3	1	3	false	false	0	263	ExtremeSoundMuffler-3.56_NeoForge-1.21.jar
target	factory_blocks	Factory Blocks	1.4.0+mc1.21.1	NEOFORGE	TRIVIAL	13	0	1	0	0	false	false	0	790	factory_blocks-neoforge-1.4.0+mc1.21.1.jar
target	fancymenu	FancyMenu	3.9.9	NEOFORGE	NIGHTMARE	2382	0	10	2	111	true	false	2	25298	fancymenu_neoforge_3.9.9_MC_1.21.1.jar
target	farmersdelight	Farmer's Delight	1.3.2	NEOFORGE	HARD	292	0	117	1	14	true	false	0	3088	FarmersDelight-1.21.1-1.3.2.jar
target	farmingforblockheads	Farming for Blockheads	21.1.13	NEOFORGE	HARD	81	0	2	2	1	false	false	0	811	farmingforblockheads-neoforge-1.21.1-21.1.13.jar
target	fastbench	Fast Workbench	9.1.3	NEOFORGE	NIGHTMARE	16	0	6	1	5	true	true	0	27	FastWorkbench-1.21.1-9.1.3.jar
target	fastfurnace	FastFurnace	9.0.1	NEOFORGE	NIGHTMARE	2	0	1	1	1	false	true	0	4	FastFurnace-1.21.1-9.0.1.jar
target	fastsuite	Fast Suite	6.0.7	NEOFORGE	NIGHTMARE	14	0	2	1	5	true	true	0	27	FastSuite-1.21.1-6.0.7.jar
target	ferritecore	Ferrite Core	7.0.3	NEOFORGE	NIGHTMARE	77	0	3	0	37	false	false	0	118	ferritecore-7.0.3-neoforge.jar
target	fireproofboats	Fireproof Boats	1.21.1-1.0.4	NEOFORGE	HARD	8	0	7	0	3	true	false	0	38	fireproofboats-1.21.1-1.0.4.jar
target	flickerfix	FlickerFix	6.1.0	NEOFORGE	HARD	2	0	1	1	1	false	false	0	4	flickerfix-1.21.1-6.1.0.jar
target	fluxnetworks	Flux Networks	8.0.0	NEOFORGE	MODERATE	222	0	71	0	0	false	false	0	523	FluxNetworks-1.21.1-8.0.0.jar
target	forbidden_arcanus	Forbidden Arcanus	2.6.1	NEOFORGE	HARD	480	0	93	1	13	true	false	0	3322	forbidden_arcanus-2.6.1.jar
target	formations	Formations	1.0.4	NEOFORGE	HARD	71	0	21	1	12	true	false	0	280	formations-1.0.4-neoforge-mc1.21.jar
target	formationsnether	Formations Nether	1.0.5+a	NEOFORGE	TRIVIAL	23	0	0	1	0	false	false	0	919	formationsnether-1.0.5a-mc1.21+.jar
target	formationsoverworld	Formations Overworld	1.0.5+a	NEOFORGE	TRIVIAL	32	0	0	1	0	false	false	0	852	formationsoverworld-1.0.5a-mc1.21+.jar
target	framedblocks	FramedBlocks	10.6.1	NEOFORGE	HARD	1743	0	232	0	12	true	false	0	4205	FramedBlocks-10.6.1.jar
target	framework	Framework	0.13.11	NEOFORGE	MODERATE	219	0	15	0	0	true	false	0	378	framework-neoforge-1.21.1-0.13.11.jar
target	ftbchunks	FTB Chunks	2101.1.21	NEOFORGE	HARD	238	0	7	1	12	true	false	0	640	ftb-chunks-neoforge-2101.1.21.jar
target	ftbessentials	FTB Essentials	2101.1.10	NEOFORGE	HARD	92	0	5	1	1	true	false	0	212	ftb-essentials-neoforge-2101.1.10.jar
target	ftbfiltersystem	FTB Filter System	21.1.4	NEOFORGE	TRIVIAL	99	0	2	1	0	true	false	0	206	ftb-filter-system-neoforge-21.1.4.jar
target	ftbjeiextras	FTB Jei Extras	21.1.7	NEOFORGE	TRIVIAL	42	0	22	0	0	false	false	0	68	ftb-jei-extras-21.1.7.jar
target	ftblibrary	FTB Library	2101.1.34	NEOFORGE	HARD	403	0	33	1	5	true	false	0	1405	ftb-library-neoforge-2101.1.34.jar
target	ftbquests	FTB Quests	2101.1.29	NEOFORGE	HARD	472	0	60	1	1	false	false	0	1558	ftb-quests-neoforge-2101.1.29.jar
target	ftbquestslangsplitter	FTB Quests Lang Splitter	1.0.6	NEOFORGE	HARD	10	0	5	1	4	false	false	0	196	ftbquestslangsplitter-1.0.6.jar
target	ftbranks	FTB Ranks	2101.1.4	NEOFORGE	HARD	53	0	1	1	1	false	false	0	86	ftb-ranks-neoforge-2101.1.4.jar
target	ftbteams	FTB Teams	2101.1.10	NEOFORGE	TRIVIAL	131	0	2	0	0	false	false	0	295	ftb-teams-neoforge-2101.1.10.jar
target	ftbultimine	FTB Ultimine	2101.1.15	NEOFORGE	HARD	96	0	5	1	1	true	false	0	172	ftb-ultimine-neoforge-2101.1.15.jar
target	ftbxmodcompat	FTB XMod Compat	21.1.10	NEOFORGE	HARD	101	0	3	1	2	false	false	0	148	ftb-xmod-compat-neoforge-21.1.10.jar
target	fuelgoeshere	Fuel Goes Here	1.21.1-1.2.0	NEOFORGE	HARD	4	0	1	0	2	true	false	0	7	fuelgoeshere-1.21.1-1.2.0.jar
target	functionalstorage	Functional Storage	1.21.1-1.5.8	NEOFORGE	MODERATE	179	0	105	0	0	true	false	0	791	functionalstorage-1.21.1-1.5.8.jar
target	fusion	Fusion	1.3.12	NEOFORGE	NIGHTMARE	464	0	48	1	39	true	false	0	901	fusion-1.3.12-neoforge-mc1.21.1.jar
target	fzzy_config	Fzzy Config	0.7.6+1.21+neoforge	NEOFORGE	MODERATE	755	0	19	0	0	false	false	0	2314	fzzy_config-0.7.6+1.21+neoforge.jar
target	gateways	Gateways To Eternity	5.1.0	NEOFORGE	NIGHTMARE	84	0	10	1	1	true	true	0	631	GatewaysToEternity-1.21.1-5.1.0.jar
target	geckolib	GeckoLib 4	4.9.2	NEOFORGE	HARD	262	0	17	1	7	true	false	0	615	geckolib-neoforge-1.21.1-4.9.2.jar
target	generatorgalore	Generator Galore	1.21.1-1.6.3	NEOFORGE	TRIVIAL	62	0	39	0	0	true	false	0	388	generatorgalore-1.21.1-1.6.3.jar
target	getittogetherdrops	Get It Together, Drops!	1.4	NEOFORGE	HARD	4	0	3	1	1	true	false	0	8	getittogetherdrops-neoforge-1.21.5-1.4.jar
target	glassential	Glassential-renewed	3.4.5	NEOFORGE	HARD	77	0	26	1	2	false	false	0	685	Glassential-renewed-1.21.1-3.4.5.jar
target	glodium	Glodium	1.21-2.2-neoforge	NEOFORGE	TRIVIAL	31	0	12	0	0	true	false	0	59	Glodium-1.21-2.2-neoforge.jar
target	gmut	Gravitational Modulating Additional Unit	6.4	NEOFORGE	HARD	20	0	13	0	1	false	false	0	39	GravitationalModulatingAdditionalUnit-1.21.1-6.4.jar
target	guideme	GuideME	21.1.17	NEOFORGE	HARD	5102	0	26	1	1	true	false	0	9091	guideme-21.1.17.jar
target	handcrafted	Handcrafted	4.0.3	NEOFORGE	HARD	81	0	3	1	1	false	false	0	6965	handcrafted-neoforge-1.21.1-4.0.3.jar
target	hardenedarmadillos	Hardened Armadillos	1.21.1-0.2.0	NEOFORGE	HARD	4	0	2	0	1	false	false	0	10	hardenedarmadillos-1.21.1-0.2.0.jar
target	hellish_trials	Hellish Trials	1.0.5	NEOFORGE	TRIVIAL	3	0	1	1	0	false	false	0	568	HellishTrials-neoforge-1.0.5.jar
