side	modId	displayName	version	loader	tier	classes	forgeRefs	neoRefs	mixinConfigs	mixinClasses	hasAT	hasCoremod	nestedJars	sizeKB	file
source	betteradvancements	Better Advancements	0.4.2.25	FORGE	TRIVIAL	36	8	0	0	0	true	false	0	95	BetterAdvancements-Forge-1.20.1-0.4.2.25.jar
source	betterdeserttemples	YUNG's Better Desert Temples	1.20-Forge-3.0.3	FORGE	HARD	57	7	0	2	9	false	false	0	896	YungsBetterDesertTemples-1.20-Forge-3.0.3.jar
source	betterdungeons	YUNG's Better Dungeons	1.20-Forge-4.0.4	FORGE	HARD	70	8	0	2	8	false	false	0	773	YungsBetterDungeons-1.20-Forge-4.0.4.jar
source	betterendisland	YUNG's Better End Island	1.20-Forge-2.0.6	FORGE	HARD	40	4	0	2	9	false	false	0	378	YungsBetterEndIsland-1.20-Forge-2.0.6.jar
source	betterf3	BetterF3	7.0.2	FORGE	HARD	52	4	0	2	11	true	false	0	457	BetterF3-7.0.2-Forge-1.20.1.jar
source	betterfortresses	YUNG's Better Nether Fortresses	1.20-Forge-2.0.6	FORGE	HARD	31	6	0	2	6	false	false	0	604	YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar
source	betterjungletemples	YUNG's Better Jungle Temples	1.20-Forge-2.0.5	FORGE	HARD	38	5	0	2	8	false	false	0	787	YungsBetterJungleTemples-1.20-Forge-2.0.5.jar
source	bettermineshafts	YUNG's Better Mineshafts	1.20-Forge-4.0.4	FORGE	HARD	50	6	0	2	4	false	false	0	481	YungsBetterMineshafts-1.20-Forge-4.0.4.jar
source	betteroceanmonuments	YUNG's Better Ocean Monuments	1.20-Forge-3.0.4	FORGE	HARD	33	5	0	2	8	false	false	0	1009	YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar
source	betterp2p	Better P2P	1.5.0	FORGE	HARD	124	2	0	2	1	false	false	0	256	betterp2p-1.5.0-forge.jar
source	betterstrongholds	YUNG's Better Strongholds	1.20-Forge-4.0.3	FORGE	HARD	36	7	0	2	2	false	false	0	462	YungsBetterStrongholds-1.20-Forge-4.0.3.jar
source	betterwitchhuts	YUNG's Better Witch Huts	1.20-Forge-3.0.3	FORGE	HARD	24	5	0	2	5	false	false	0	174	YungsBetterWitchHuts-1.20-Forge-3.0.3.jar
source	bhc	Baubley Heart Canisters	1.20.1-1.1.1	FORGE	TRIVIAL	42	30	0	0	0	false	false	0	121	baubley-heart-canisters-1.20.1-1.1.1.jar
source	bigreactors	Extreme Reactors	1.20.1-2.0.94	FORGE	MODERATE	488	233	0	0	0	true	false	0	2500	ExtremeReactors2-1.20.1-2.0.94.jar
source	biomesoplenty	Biomes O' Plenty	19.0.0.96	FORGE	HARD	325	11	0	2	2	true	false	0	21856	BiomesOPlenty-forge-1.20.1-19.0.0.96.jar
source	blockui	UI Library Mod	1.20.1-1.0.194	FORGE	TRIVIAL	121	27	0	0	0	true	false	0	381	blockui-1.20.1-1.0.194.jar
source	bloodmagic	Blood Magic	3.3.3-45	FORGE	MODERATE	829	355	0	1	0	true	false	0	14081	bloodmagic-1.20.1-3.3.3-45.jar
source	blue_skies	Blue Skies	1.3.31	FORGE	NIGHTMARE	1040	308	0	1	19	true	true	0	81605	blue_skies-1.20.1-1.3.31.jar
source	blueflame	Blue Flame Burning	1.20.0-1.0.3	FORGE	HARD	17	13	0	0	5	false	false	0	25	blueflame-1.20.0-1.0.3.jar
source	bookshelf	Bookshelf	20.2.13	FORGE	HARD	180	14	0	2	24	false	false	0	335	Bookshelf-Forge-1.20.1-20.2.13.jar
source	botania	Botania	1.20.1-450-FORGE	FORGE	NIGHTMARE	1367	75	0	2	84	true	false	0	11909	Botania-1.20.1-450-FORGE.jar
source	botanypots	BotanyPots	13.0.41	FORGE	TRIVIAL	71	8	0	0	0	false	false	0	1032	BotanyPots-Forge-1.20.1-13.0.41.jar
source	botanytrees	BotanyTrees	9.0.19	FORGE	TRIVIAL	3	1	0	0	0	false	false	0	255	BotanyTrees-Forge-1.20.1-9.0.19.jar
source	botarium	Botarium	2.3.4	FORGE	TRIVIAL	90	34	0	0	0	false	false	0	153	botarium-forge-1.20.1-2.3.4.jar
source	brandonscore	Brandon's Core	3.2.1.302	FORGE	HARD	309	83	0	2	5	true	false	0	1326	BrandonsCore-1.20.1-3.2.1.302-universal.jar
source	buildinggadgets2	Building Gadgets 2	1.0.8	FORGE	MODERATE	153	77	0	0	0	true	false	0	3743	buildinggadgets2-1.0.8.jar
source	bwncr	Bad Wither No Cookie Reloaded	3.17.2	FORGE	TRIVIAL	9	4	0	0	0	false	false	0	27	bwncr-forge-1.20.1-3.17.2.jar
source	cabletiers	Cable Tiers	1.20.1-1.2.2	FORGE	HARD	82	36	0	1	2	true	false	0	291	cabletiers-1.20.1-1.2.2.jar
source	caelus	Caelus API	3.2.0+1.20.1	FORGE	HARD	13	6	0	1	6	false	false	0	39	caelus-forge-3.2.0+1.20.1.jar
source	cataclysm	cataclysm	3.16	FORGE	HARD	1200	504	0	1	23	true	false	0	124993	L_Enders_Cataclysm-3.16.jar
source	caupona	Caupona	1.20.1-0.4.13	FORGE	HARD	312	182	0	1	3	true	false	0	2285	caupona-1.20.1-0.4.13.jar
source	cfm	MrCrayfish's Furniture Mod	7.0.0-pre36	FORGE	HARD	148	78	0	1	2	true	false	0	2552	cfm-forge-1.20.1-7.0.0-pre36.jar
source	charginggadgets	Charging Gadgets	1.11.0	FORGE	TRIVIAL	24	18	0	0	0	false	false	0	66	charginggadgets-1.11.0.jar
source	charmofundying	Charm of Undying	6.5.0+1.20.1	FORGE	HARD	23	5	0	1	1	false	false	1	165	charmofundying-forge-6.5.0+1.20.1.jar
source	chemlib	ChemLib	2.0.19	FORGE	TRIVIAL	59	35	0	0	0	false	false	0	13292	chemlib-1.20.1-2.0.19.jar
source	chimes	Chimes	2.0.1	FORGE	TRIVIAL	39	30	0	0	0	false	false	0	12153	Chimes-v2.0.1-1.20.1.jar
source	chipped	Chipped	3.0.7	FORGE	HARD	50	4	0	1	2	false	false	0	14707	chipped-forge-1.20.1-3.0.7.jar
source	cleanswing	Clean Swing Through Grass	1.8	FORGE	TRIVIAL	1	1	0	0	0	true	false	0	8	cleanswing-1.20-1.8.jar
source	clickadv	clickadv mod	1.20.1-3.8	FORGE	HARD	9	5	0	1	2	true	false	0	15	clickadv-1.20.1-3.8.jar
source	cloth_config	Cloth Config v10 API	11.1.136	FORGE	MODERATE	633	91	0	0	0	true	false	0	1153	cloth-config-11.1.136-forge.jar
source	clumps	Clumps	12.0.0.4	FORGE	HARD	15	4	0	1	2	false	false	0	19	Clumps-forge-1.20.1-12.0.0.4.jar
source	codechickenlib	CodeChicken Lib	4.4.0.516	FORGE	HARD	704	81	0	2	5	true	false	0	1437	CodeChickenLib-1.20.1-4.4.0.516-universal.jar
source	cofh_core	CoFH Core	11.0.2	FORGE	HARD	625	216	0	2	10	true	false	0	1474	cofh_core-1.20.1-11.0.2.56.jar
source	colorfulhearts	Colorful Hearts	4.3.16	FORGE	HARD	62	13	0	2	3	true	false	0	119	colorfulhearts-forge-1.20.1-4.3.16.jar
source	colorwheel	Colorwheel	1.0.0+mc1.20.1	FORGE	HARD	151	6	0	2	23	false	false	0	334	colorwheel-forge-1.0.0+mc1.20.1.jar
source	comforts	Comforts	6.4.0+1.20.1	FORGE	HARD	59	17	0	1	3	false	false	1	373	comforts-forge-6.4.0+1.20.1.jar
source	commoncapabilities	CommonCapabilities	2.9.9	FORGE	MODERATE	158	104	0	0	0	true	false	0	245	CommonCapabilities-1.20.1-2.9.9.jar
source	computercraft	CC: Tweaked	1.113.1	FORGE	MODERATE	1189	50	0	0	0	true	false	2	2991	cc-tweaked-1.20.1-forge-1.113.1.jar
source	computercraft	CC: Tweaked	1.116.1	FORGE	MODERATE	1185	45	0	0	0	true	false	2	3007	cc-tweaked-1.20.1-forge-1.116.1.jar
source	configuration	Configuration	3.1.0	FORGE	HARD	216	3	0	1	3	true	false	0	429	configuration-forge-1.20.1-3.1.0.jar
source	connectedglass	Connected Glass	1.1.14	FORGE	TRIVIAL	21	5	0	0	0	false	false	0	853	connectedglass-1.1.14-forge-mc1.20.1.jar
source	connectivity	Connectivity Mod	1.20.1-7.2	FORGE	NIGHTMARE	71	6	0	1	30	true	false	0	109	connectivity-1.20.1-7.2.jar
source	constructionwand	Construction Wand	1.20.1-2.11	FORGE	TRIVIAL	72	28	0	0	0	false	false	0	205	constructionwand-1.20.1-2.11.jar
source	controlling	Controlling	12.0.2	FORGE	HARD	39	8	0	2	5	true	false	0	112	Controlling-forge-1.20.1-12.0.2.jar
source	cookingforblockheads	CookingForBlockheads	16.0.14	FORGE	MODERATE	210	13	0	1	0	false	false	0	818	cookingforblockheads-forge-1.20.1-16.0.14.jar
source	corail_woodcutter	Corail Woodcutter	3.0.6	FORGE	TRIVIAL	47	20	0	0	0	true	false	0	319	corail_woodcutter-1.20.1-3.0.6.jar
source	corgilib	CorgiLib	4.0.1.3	FORGE	HARD	328	11	0	2	10	true	false	0	4170	CorgiLib-forge-1.20.1-4.0.1.3.jar
source	corn_delight	Corn Delight	1.1.9-1.20.1	FORGE	TRIVIAL	21	14	0	0	0	false	false	0	168	corn_delight-1.1.9-1.20.1.jar
source	cosmeticarmorreworked	CosmeticArmorReworked	1.20.1-v1a	FORGE	TRIVIAL	40	27	0	0	0	false	false	0	86	cosmeticarmorreworked-1.20.1-v1a.jar
source	crafting_on_a_stick	Crafting On A Stick	1.1.5	FORGE	TRIVIAL	22	17	0	0	0	false	false	0	53	crafting-on-a-stick-1.20.1-1.1.5.jar
source	craftingtweaks	CraftingTweaks	18.2.6	FORGE	TRIVIAL	84	2	0	1	0	false	false	0	225	craftingtweaks-forge-1.20.1-18.2.6.jar
source	crash_assistant	Crash Assistant	1.10.10	FORGE	NIGHTMARE	211	2	0	0	0	false	true	2	937	CrashAssistant-forge-1.19-1.20.1-1.10.10.jar
source	crashutilities	Crash Utilities	8.1.4	FORGE	TRIVIAL	96	34	0	0	0	true	false	0	227	crashutilities-8.1.4.jar
source	create	Create	6.0.6	FORGE	NIGHTMARE	2625	940	0	1	54	true	false	4	18324	create-1.20.1-6.0.6.jar
source	create_enchantment_industry	Create Enchantment Industry	1.3.3-for-create-6.0.6	FORGE	HARD	141	71	0	1	20	true	false	0	476	create_enchantment_industry-1.3.3-for-create-6.0.6.jar
source	create_jetpack	Create Jetpack	4.4.2	FORGE	TRIVIAL	22	9	0	0	0	false	false	1	224	create_jetpack-forge-4.4.2.jar
source	create_new_age	Create: New Age	1.1.4	FORGE	HARD	122	35	0	1	1	false	false	0	589	create-new-age-forge-1.20.1-1.1.4.jar
source	createaddition	Create Crafts & Additions	1.20.1-1.3.2	FORGE	HARD	186	72	0	1	3	false	false	0	1546	createaddition-1.20.1-1.3.2.jar
source	createoreexcavation	Create Ore Excavation	1.6.4	FORGE	TRIVIAL	131	30	0	0	0	false	false	0	422	createoreexcavation-1.20-1.6.4.jar
source	creeperoverhaul	Creeper Overhaul	3.0.2	FORGE	HARD	49	4	0	1	1	true	false	0	1422	creeperoverhaul-3.0.2-forge.jar
source	cristellib	Cristel Lib	1.1.6	FORGE	HARD	29	4	0	2	2	true	false	0	421	cristellib-1.1.6-forge.jar
source	croptopia	Croptopia	3.0.4	FORGE	HARD	70	16	0	1	6	true	false	0	2050	Croptopia-1.20.1-FORGE-3.0.4.jar
source	crystalix	Crystalix	1.3.5	FORGE	TRIVIAL	43	20	0	0	0	false	false	0	1034	crystalix-1.3.5_forge_1.20.1.jar
source	ctov	ChoiceTheorem's Overhauled Village	3.4.14	FORGE	TRIVIAL	3	1	0	2	0	false	false	0	6614	[forge]ctov-3.4.14.jar
source	cucumber	Cucumber Library	7.0.15	FORGE	HARD	129	57	0	1	1	true	false	0	263	Cucumber-1.20.1-7.0.15.jar
source	cupboard	Cupboard utilities	1.20.1-2.7	FORGE	HARD	16	5	0	1	5	true	false	0	25	cupboard-1.20.1-2.7.jar
source	curios	Curios API	5.14.1+1.20.1	FORGE	HARD	143	85	0	1	15	true	false	0	388	curios-forge-5.14.1+1.20.1.jar
source	cyclopscore	Cyclops Core	1.21.1	FORGE	MODERATE	589	200	0	0	0	true	false	0	890	CyclopsCore-1.20.1-1.21.1.jar
source	dankstorage	Dank Storage	15	FORGE	HARD	110	17	0	2	6	true	false	0	238	dankstorage-forge-1.20.1-15.jar
source	darkmodeeverywhere	DarkModeEverywhere	1.20.1-1.2.4	FORGE	HARD	13	6	0	1	3	false	false	0	30	DarkModeEverywhere-1.20.1-1.2.4.jar
source	darkpaintings	DarkPaintings	17.0.5	FORGE	TRIVIAL	3	1	0	0	0	false	false	0	51	DarkPaintings-Forge-1.20.1-17.0.5.jar
source	darkutils	DarkUtilities	17.0.5	FORGE	HARD	26	2	0	1	2	false	false	0	171	DarkUtilities-Forge-1.20.1-17.0.5.jar
source	deeperdarker	Deeper and Darker	1.3.3	FORGE	HARD	180	99	0	2	8	true	false	0	17426	deeperdarker-forge-1.20.1-1.3.3.jar
source	deepresonance	DeepResonance	1.20-5.0.4	FORGE	TRIVIAL	127	72	0	0	0	false	false	0	795	deepresonance-1.20-5.0.4.jar
source	defaultsettings	DefaultSettings	4.0.7	FORGE	TRIVIAL	27	5	0	0	0	true	false	0	93	DefaultSettings-1.20.x-4.0.7-Forge.jar
source	delightful	Delightful	3.7.6	FORGE	MODERATE	192	68	0	0	0	true	false	0	1479	Delightful-1.20.1-3.7.6.jar
source	despawntimers	Mob Despawn Timers	3.0.1	FORGE	NIGHTMARE	2	2	0	1	0	true	true	0	5	MobDespawnTimers-1.20.1-3.0.1.jar
source	dimstorage	DimStorage	8.0.1	FORGE	TRIVIAL	70	52	0	0	0	true	false	0	169	DimStorage-1.20.1-8.0.1.jar
source	ding	Ding	1.4.1	FORGE	HARD	8	3	0	1	1	false	false	0	18	Ding-1.20.1-Forge-1.4.1.jar
source	domum_ornamentum	Domum Ornamentum	1.20.1-1.0.291-snapshot	FORGE	MODERATE	285	97	0	0	0	true	false	0	1114	domum_ornamentum-1.20.1-1.0.291-snapshot-universal.jar
source	draconicevolution	Draconic Evolution	3.1.2.621	FORGE	HARD	648	287	0	2	6	true	false	0	5795	Draconic-Evolution-1.20.1-3.1.2.621-universal.jar
source	dungeoncrawl	Dungeon Crawl	2.3.15	FORGE	MODERATE	163	24	0	0	0	true	false	0	740	Dungeon Crawl-1.20.1-2.3.15.jar
source	dungeons_arise	When Dungeons Arise	2.1.58-1.20.x	FORGE	TRIVIAL	6	3	0	0	0	false	false	0	8556	DungeonsArise-1.20.x-2.1.58-release.jar
source	durabilitytooltip	Durability Tooltip	1.1.6	FORGE	TRIVIAL	7	2	0	0	0	false	false	0	21	durabilitytooltip-1.1.6-forge-mc1.20.jar
source	dyenamics	Dyenamics	1.20.1-3.2.0	FORGE	TRIVIAL	67	49	0	0	0	true	false	0	1135	dyenamics-1.20.1-3.2.0.jar
source	dyenamicsandfriends	Dyenamics and Friends	1.20.1-1.9.3	FORGE	TRIVIAL	71	43	0	0	0	true	false	0	5681	dyenamicsandfriends-1.20.1-1.9.3.jar
source	easy_villagers	Easy Villagers	1.20.1-1.1.35	FORGE	MODERATE	191	95	0	0	0	true	false	0	404	easy-villagers-forge-1.20.1-1.1.35.jar
source	eccentrictome	Eccentric Tome	1.20.1-1.10.3	FORGE	TRIVIAL	17	12	0	0	0	false	false	0	41	eccentrictome-1.20.1-1.10.3.jar
source	edivadlib	EdivadLib	2.0.1	FORGE	TRIVIAL	7	4	0	0	0	false	false	0	14	EdivadLib-1.20.1-2.0.1.jar
source	eidolon	Eidolon:Repraised	0.3.9.1-alpha	FORGE	HARD	577	291	0	1	11	true	false	0	3860	eidolon_repraised-1.20.1-0.3.9.1-alpha.jar
source	elevatorid	Elevator Mod	1.20.1-1.9.1-forge	FORGE	TRIVIAL	25	19	0	0	0	true	false	0	183	elevatorid-1.20.1-1.9.1-forge.jar
source	elytraslot	Elytra Slot	6.4.4+1.20.1	FORGE	HARD	36	10	0	2	6	false	false	1	98	elytraslot-forge-6.4.4+1.20.1.jar
source	embeddium	Embeddium	0.3.31+mc1.20.1	FORGE	NIGHTMARE	602	57	0	1	103	true	false	1	1289	embeddium-0.3.31+mc1.20.1.jar
source	enderchests	EnderChests	1.20.1-1.4	FORGE	TRIVIAL	65	43	0	0	0	false	false	0	257	enderchests-forge-1.20.1-1.4.jar
source	enderio	Ender IO	6.2.15-beta	FORGE	HARD	1147	490	0	4	6	true	false	8	7897	EnderIO-1.20.1-6.2.15-beta-all.jar
source	endermanoverhaul	Enderman Overhaul	1.0.4	FORGE	HARD	115	7	0	2	8	false	false	0	1179	endermanoverhaul-forge-1.20.1-1.0.4.jar
source	endersdelight	Ender's Delight	1.1.3	FORGE	TRIVIAL	41	22	0	0	0	false	false	0	175	endersdelight-forge-1.20.1-1.1.3.jar
source	endertanks	EnderTanks	1.20.1-1.5	FORGE	HARD	90	49	0	2	6	false	false	0	269	endertanks-forge-1.20.1-1.5.jar
source	ends_delight	End's Delight	2.5.1+forge.1.20.1	FORGE	TRIVIAL	44	34	0	0	0	false	false	0	272	ends_delight-2.5.1+forge.1.20.1.jar
source	energymeter	Energy Meter	1.20.1-1.0.0	FORGE	TRIVIAL	65	21	0	0	0	false	false	0	124	energymeter-forge-1.20.1-1.0.0.jar
source	ensorcellation	Ensorcellation	5.0.2	FORGE	HARD	44	18	0	2	2	true	false	0	110	ensorcellation-1.20.1-5.0.2.24.jar
source	entangled	Entangled	1.3.20	FORGE	TRIVIAL	20	7	0	0	0	true	false	0	119	entangled-1.3.20-forge-mc1.20.4.jar
source	entityculling	EntityCulling	1.9.0	FORGE	HARD	27	1	0	2	7	false	false	0	464	entityculling-forge-1.9.0-mc1.20.1.jar
source	epherolib	BOZOID	0.1.2	FORGE	MODERATE	441	3	0	2	0	true	false	0	739	EpheroLib-1.20.1-FORGE-1.2.0.jar
source	euphoria_patcher	EuphoriaPatcher	1.7.2-r5.6.1-forge	FORGE	MODERATE	563	2	0	0	0	false	false	0	3134	EuphoriaPatcher-1.7.2-r5.6.1-forge.jar
source	everythingcopper	Everything is Copper	1.20.1-2.3.4	FORGE	TRIVIAL	87	34	0	0	0	true	false	0	717	everythingcopper-1.20.1-2.3.4.jar
source	evilcraft	EvilCraft	1.2.58	FORGE	MODERATE	785	315	0	0	0	true	false	0	2676	EvilCraft-1.20.1-1.2.58.jar
source	exchangers	Exchangers	1.20.1-3.5.1	FORGE	TRIVIAL	123	110	0	0	0	false	false	0	434	Exchangers-1.20.1-3.5.1.jar
source	expatternprovider	ExtendedAE	1.20-1.4.7-forge	FORGE	HARD	346	53	0	2	11	false	false	0	2604	ExtendedAE-1.20-1.4.7-forge.jar
source	extradisks	Extra Disks	1.20.1-3.0.3	FORGE	TRIVIAL	38	26	0	0	0	true	false	0	234	ExtraDisks-1.20.1-3.0.3.jar
source	extrastorage	ExtraStorage	4.0.7	FORGE	TRIVIAL	77	42	0	0	0	true	false	0	361	ExtraStorage-1.20.1-4.0.7.jar
source	extremesoundmuffler	Extreme Sound Muffler	3.48	FORGE	HARD	22	3	0	1	3	false	false	0	261	ExtremeSoundMuffler-3.49.1-forge-1.20.1.jar
source	farmersdelight	Farmer's Delight	1.20.1-1.2.9	FORGE	HARD	252	156	0	1	10	true	false	0	2908	FarmersDelight-1.20.1-1.2.9.jar
source	farmingforblockheads	Farming for Blockheads	14.0.4	FORGE	HARD	98	2	0	1	1	false	false	0	556	farmingforblockheads-forge-1.20.1-14.0.4.jar
source	farsight_view	Farsight mod	1.20.1-4.5	FORGE	HARD	11	2	0	1	4	true	false	1	431	farsight-1.20.1-4.5.jar
source	fastbench	Fast Workbench	8.0.4	FORGE	NIGHTMARE	15	6	0	1	4	true	true	0	27	FastWorkbench-1.20.1-8.0.4.jar
source	fastfurnace	FastFurnace	8.0.2	FORGE	NIGHTMARE	2	1	0	1	1	false	true	0	6	FastFurnace-1.20.1-8.0.2.jar
source	fastleafdecay	Fast Leaf Decay	32	FORGE	TRIVIAL	4	3	0	0	0	false	false	0	9	FastLeafDecay-32.jar
source	fastsuite	Fast Suite	5.1.0	FORGE	NIGHTMARE	12	4	0	1	3	true	true	0	24	FastSuite-1.20.1-5.1.0.jar
source	ferritecore	Ferrite Core	6.0.1	FORGE	NIGHTMARE	81	4	0	0	35	false	false	0	120	ferritecore-6.0.1-forge.jar
source	findme	FindMe	3.2.3	FORGE	HARD	22	3	0	1	2	true	false	0	37	findme-3.2.3-forge.jar
source	flib	flib	0.0.15	FORGE	TRIVIAL	139	61	0	0	0	true	false	0	285	flib-1.20.1-0.0.15.jar
source	flickerfix	FlickerFix	4.0.1	FORGE	HARD	2	1	0	1	1	false	false	0	5	flickerfix-1.20.1-4.0.1.jar
source	fluxnetworks	Flux Networks	7.2.1.15	FORGE	MODERATE	217	74	0	0	0	false	false	0	503	FluxNetworks-1.20.1-7.2.1.15.jar
source	forbidden_arcanus	Forbidden & Arcanus	1.20.1-2.2.6	FORGE	HARD	416	139	0	1	14	true	false	0	2718	forbidden_arcanus-1.20.1-2.2.6.jar
source	framedblocks	FramedBlocks	9.4.2	FORGE	HARD	1298	348	0	0	5	true	false	2	4151	FramedBlocks-9.4.2.jar
source	ftbchunks	FTB Chunks	2001.3.6	FORGE	HARD	200	5	0	1	8	true	false	0	1131	ftb-chunks-forge-2001.3.6.jar
source	ftbessentials	FTB Essentials	2001.2.3	FORGE	HARD	64	2	0	1	1	true	false	0	152	ftb-essentials-forge-2001.2.3.jar
source	ftblibrary	FTB Library	2001.2.10	FORGE	HARD	318	33	0	1	5	false	false	0	773	ftb-library-forge-2001.2.10.jar
source	ftbquests	FTB Quests	2001.4.14	FORGE	MODERATE	380	57	0	0	0	false	false	0	1194	ftb-quests-forge-2001.4.14.jar
source	ftbranks	FTB Ranks	2001.1.7	FORGE	HARD	52	1	0	1	1	false	false	0	85	ftb-ranks-forge-2001.1.7.jar
source	ftbteams	FTB Teams	2001.3.1	FORGE	TRIVIAL	122	1	0	0	0	false	false	0	242	ftb-teams-forge-2001.3.1.jar
source	ftbultimine	FTB Ultimine	2001.1.7	FORGE	HARD	62	4	0	1	2	true	false	0	112	ftb-ultimine-forge-2001.1.7.jar
source	ftbxmodcompat	FTB XMod Compat	2.1.3	FORGE	TRIVIAL	83	2	0	0	0	true	false	0	126	ftb-xmod-compat-forge-2.1.3.jar
source	fuelgoeshere	Fuel Goes Here	1.20.0-1.0.1	FORGE	HARD	3	1	0	0	1	true	false	0	9	fuelgoeshere-1.20.0-1.0.1.jar
source	functionalstorage	Functional Storage	1.20.1-1.2.13	FORGE	TRIVIAL	142	91	0	0	0	true	false	0	666	functionalstorage-1.20.1-1.2.13.jar
source	fusion	Fusion	1.2.11+a	FORGE	NIGHTMARE	264	26	0	2	32	true	false	0	531	fusion-1.2.11a-forge-mc1.20.1.jar
source	gateways	Gateways To Eternity	4.2.6	FORGE	NIGHTMARE	88	21	0	1	1	true	true	0	618	GatewaysToEternity-1.20.1-4.2.6.jar
source	geckolib	GeckoLib 4	4.8.2	FORGE	HARD	261	69	0	1	3	true	false	1	1014	geckolib-forge-1.20.1-4.8.2.jar
source	generatorgalore	Generator Galore	1.20.1-1.2.4	FORGE	TRIVIAL	52	38	0	0	0	true	false	0	251	generatorgalore-1.20.1-1.2.4.jar
source	getittogetherdrops	Get It Together, Drops!	1.3	FORGE	HARD	3	2	0	1	1	true	false	0	7	getittogetherdrops-forge-1.20-1.3.jar
source	glassential	Glassential Renewed	2.4.5	FORGE	TRIVIAL	19	15	0	1	0	false	false	0	334	glassential-renewed-forge-1.20.1-2.4.5.jar
source	glitchcore	GlitchCore	0.0.1.1	FORGE	HARD	76	22	0	2	12	true	false	0	85	GlitchCore-forge-1.20.1-0.0.1.1.jar
source	glodium	Glodium	1.20-1.5-forge	FORGE	TRIVIAL	36	6	0	0	0	false	false	0	59	Glodium-1.20-1.5-forge.jar
source	gravitationalmodulatingunittweaks	Gravitational Modulating Additional Unit	3.5	FORGE	HARD	20	13	0	0	1	false	false	0	39	GravitationalModulatingAdditionalUnit-1.20.1-3.5.jar
source	gtceu	GregTech	7.2.0	FORGE	NIGHTMARE	2117	704	0	1	73	true	false	4	17548	gtceu-1.20.1-7.2.0.jar
source	guideme	GuideME	20.1.13	FORGE	MODERATE	5130	24	0	0	0	true	false	0	9192	guideme-20.1.13.jar
source	gunpowderlib	GunpowderLib	1.20.2-2.2.2	FORGE	TRIVIAL	11	8	0	0	0	false	false	0	19	GunpowderLib-1.20.2-2.2.2.jar
source	handcrafted	Handcrafted	3.0.6	FORGE	HARD	84	3	0	2	1	false	false	0	6944	handcrafted-forge-1.20.1-3.0.6.jar
source	harvestwithease	Harvest with ease	8.0.1.0	FORGE	TRIVIAL	14	9	0	0	0	false	false	0	467	harvestwithease-1.20.1-8.0.1.0-forge.jar
source	hostilenetworks	Hostile Neural Networks	5.3.3	FORGE	NIGHTMARE	60	35	0	1	1	true	true	0	267	HostileNeuralNetworks-1.20.1-5.3.3.jar
source	hyperbox	Hyperbox	4.0.2.0	FORGE	HARD	36	18	0	1	3	true	false	1	259	hyperbox-1.20.1-4.0.2.0.jar
source	immersiveengineering	Immersive Engineering	1.20.1-10.2.0-183	FORGE	NIGHTMARE	1768	819	0	1	41	false	false	0	11845	ImmersiveEngineering-1.20.1-10.2.0-183.jar
source	industrialforegoing	Industrial Foregoing	3.5.21	FORGE	MODERATE	592	284	0	0	0	true	false	0	4422	industrial-foregoing-1.20.1-3.5.21.jar
source	industrialforegoingsouls	Industrial Foregoing Souls	1.20.1-1.0.9	FORGE	TRIVIAL	29	11	0	0	0	false	false	0	126	industrial-foregoing-souls-1.20.1-1.0.9.jar
source	integratedcrafting	IntegratedCrafting	1.3.0	FORGE	TRIVIAL	83	31	0	0	0	true	false	0	305	IntegratedCrafting-1.20.1-1.3.0.jar
source	integrateddynamics	IntegratedDynamics	1.28.1	FORGE	HARD	1649	418	0	2	1	true	false	0	4051	IntegratedDynamics-1.20.1-1.28.1.jar
source	integratedterminals	IntegratedTerminals	1.6.10	FORGE	MODERATE	226	90	0	0	0	true	false	0	572	IntegratedTerminals-1.20.1-1.6.10.jar
source	integratedtunnels	IntegratedTunnels	1.9.0	FORGE	MODERATE	186	87	0	0	0	true	false	0	607	IntegratedTunnels-1.20.1-1.9.0.jar
source	inventoryessentials	Inventory Essentials	8.2.12	FORGE	HARD	27	2	0	1	4	false	false	0	150	inventoryessentials-forge-1.20.1-8.2.12.jar
source	invtweaks	Inventory Tweaks Refoxed	1.2.2	FORGE	TRIVIAL	19	14	0	0	0	true	false	0	73	invtweaks-1.20.1-1.2.2.jar
source	ironfurnaces	Iron Furnaces	4.1.6	FORGE	MODERATE	182	116	0	0	0	false	false	0	594	ironfurnaces-1.20.1-4.1.6.jar
source	ironjetpacks	Iron Jetpacks	7.0.9	FORGE	TRIVIAL	49	37	0	0	0	true	false	0	155	IronJetpacks-1.20.1-7.0.9.jar
source	irons_spellbooks	Iron's Spells 'n Spellbooks	1.20.1-3.4.0.11	FORGE	HARD	886	453	0	1	22	true	false	0	8578	irons_spellbooks-1.20.1-3.4.0.11.jar
source	itemcollectors	Item Collectors	1.1.11	FORGE	TRIVIAL	31	7	0	0	0	false	false	0	101	itemcollectors-1.1.11-forge-mc1.20.2.jar
source	itemfilters	Item Filters	2001.1.0-build.59	FORGE	HARD	57	10	0	1	1	false	false	0	107	item-filters-forge-2001.1.0-build.59.jar
source	jade	Jade	11.13.2+forge	FORGE	HARD	242	9	0	1	2	true	false	0	539	Jade-1.20.1-Forge-11.13.2.jar
